team,year,group,wins,losses,winning_pct,conf_wins,conf_losses,conf_winning_pct,ppg_offense,ppg_defense,SRS,SOS
Wake Forest,2014,2,3.0,9.0,0.25,1.0,7.0,0.125,14.8,26.4,-7.64,1.61
Georgia Tech,2014,0,11.0,3.0,0.786,6.0,2.0,0.75,37.9,25.7,15.92,4.78
Duke,2014,0,9.0,4.0,0.692,5.0,3.0,0.625,32.4,21.8,6.64,-0.82
North Carolina,2014,1,6.0,7.0,0.462,4.0,4.0,0.5,33.2,39.0,0.14,4.29
Pitt,2014,1,6.0,7.0,0.462,4.0,4.0,0.5,31.8,26.3,2.74,0.97
Virginia Tech,2014,1,7.0,6.0,0.538,3.0,5.0,0.375,24.1,20.2,6.71,3.32
Miami FL,2014,1,6.0,7.0,0.462,3.0,5.0,0.375,29.2,24.3,8.04,4.65
Virginia,2014,1,5.0,7.0,0.417,3.0,5.0,0.375,25.8,24.1,4.83,4.5
Memphis,2014,0,10.0,3.0,0.769,7.0,1.0,0.875,36.2,19.5,7.22,-4.25
Cincinnati,2014,0,9.0,4.0,0.692,7.0,1.0,0.875,34.0,27.2,2.42,-2.2
UCF,2014,0,9.0,4.0,0.692,7.0,1.0,0.875,28.1,19.2,1.98,-4.95
East Carolina,2014,1,8.0,5.0,0.615,5.0,3.0,0.625,35.8,25.8,2.35,-4.96
Houston,2014,1,8.0,5.0,0.615,5.0,3.0,0.625,29.8,20.6,0.85,-6.22
Temple,2014,1,6.0,6.0,0.5,4.0,4.0,0.5,23.1,17.5,-2.23,-3.9
South Florida,2014,2,4.0,8.0,0.333,3.0,5.0,0.375,17.2,27.0,-10.9,-2.73
Tulane,2014,2,3.0,9.0,0.25,2.0,6.0,0.25,16.0,28.4,-11.38,-0.8
Tulsa,2014,2,2.0,10.0,0.167,2.0,6.0,0.25,24.7,39.3,-15.23,-2.56
Connecticut,2014,2,2.0,10.0,0.167,1.0,7.0,0.125,15.5,29.8,-15.72,-3.64
SMU,2014,2,1.0,11.0,0.083,1.0,7.0,0.125,11.1,41.3,-18.17,0.41
Texas Christian,2014,0,12.0,1.0,0.923,8.0,1.0,0.889,46.5,19.0,18.96,1.57
Baylor,2014,0,11.0,2.0,0.846,8.0,1.0,0.889,48.2,25.5,14.97,0.59
Kansas State,2014,0,9.0,4.0,0.692,7.0,2.0,0.778,35.8,23.2,12.73,3.66
Oklahoma,2014,1,8.0,5.0,0.615,5.0,4.0,0.556,36.4,25.9,10.21,3.9
West Virginia,2014,1,7.0,6.0,0.538,5.0,4.0,0.556,33.5,27.6,8.07,4.45
Texas,2014,1,6.0,7.0,0.462,5.0,4.0,0.556,21.4,23.8,3.98,5.29
Oklahoma State,2014,1,7.0,6.0,0.538,4.0,5.0,0.444,27.6,31.2,1.1,3.49
Texas Tech,2014,2,4.0,8.0,0.333,2.0,7.0,0.222,30.5,41.3,-3.56,4.11
Kansas,2014,2,3.0,9.0,0.25,1.0,8.0,0.111,17.8,33.3,-6.86,3.48
Iowa State,2014,2,2.0,10.0,0.167,0.0,9.0,0.0,23.2,38.8,-8.64,3.52
Ohio State,2014,0,14.0,1.0,0.933,8.0,0.0,1.0,44.8,22.0,20.44,5.17
Michigan State,2014,0,11.0,2.0,0.846,7.0,1.0,0.875,43.0,21.5,16.07,1.68
Maryland,2014,1,7.0,6.0,0.538,4.0,4.0,0.5,28.5,30.2,1.58,3.12
Rutgers,2014,1,8.0,5.0,0.615,3.0,5.0,0.375,26.7,30.2,3.19,2.5
Michigan,2014,1,5.0,7.0,0.417,3.0,5.0,0.375,20.9,22.4,1.82,3.65
Penn State,2014,1,7.0,6.0,0.538,2.0,6.0,0.25,20.6,18.6,2.46,1.54
Indiana,2014,2,4.0,8.0,0.333,1.0,7.0,0.125,25.1,32.8,-5.32,1.43
Wisconsin,2014,0,11.0,3.0,0.786,7.0,1.0,0.875,34.6,20.8,12.7,1.91
Nebraska,2014,0,9.0,4.0,0.692,5.0,3.0,0.625,37.8,26.4,10.26,1.72
Minnesota,2014,1,8.0,5.0,0.615,5.0,3.0,0.625,28.4,24.2,6.74,3.04
Iowa,2014,1,7.0,6.0,0.538,4.0,4.0,0.5,28.2,25.6,1.37,-0.4
Illinois,2014,1,6.0,7.0,0.462,3.0,5.0,0.375,25.9,34.0,-2.53,3.0
Northwestern,2014,1,5.0,7.0,0.417,3.0,5.0,0.375,23.0,25.2,0.8,1.63
Purdue,2014,2,3.0,9.0,0.25,1.0,7.0,0.125,23.8,31.7,-6.33,2.01
Marshall,2014,0,13.0,1.0,0.929,7.0,1.0,0.875,45.6,21.0,12.55,-5.81
Middle Tennessee State,2014,1,6.0,6.0,0.5,5.0,3.0,0.625,31.6,31.5,-3.52,-1.77
Western Kentucky,2014,1,8.0,5.0,0.615,4.0,4.0,0.5,44.4,39.9,1.99,-3.01
Old Dominion,2014,1,6.0,6.0,0.5,4.0,4.0,0.5,32.7,38.0,-6.1,-3.6
UAB,2014,1,6.0,6.0,0.5,4.0,4.0,0.5,33.2,29.9,-0.3,-2.05
Florida International,2014,2,4.0,8.0,0.333,3.0,5.0,0.375,23.0,24.8,-6.95,-4.04
Florida Atlantic,2014,2,3.0,9.0,0.25,2.0,6.0,0.25,24.0,34.4,-9.68,-1.18
Louisiana Tech,2014,0,9.0,5.0,0.643,7.0,1.0,0.875,37.4,24.7,5.46,-1.61
Rice,2014,1,8.0,5.0,0.615,5.0,3.0,0.625,28.8,28.5,-0.28,-2.98
UTEP,2014,1,7.0,6.0,0.538,5.0,3.0,0.625,26.6,28.1,-3.18,-3.64
UTSA,2014,2,4.0,8.0,0.333,3.0,5.0,0.375,17.1,25.9,-8.62,-2.45
North Texas,2014,2,4.0,8.0,0.333,2.0,6.0,0.25,27.2,29.8,-11.91,-5.91
Southern Mississippi,2014,2,3.0,9.0,0.25,1.0,7.0,0.125,19.0,35.4,-10.91,0.17
BYU,2014,1,8.0,5.0,0.615,0.0,0.0,0.0,37.1,27.5,4.38,-1.32
Navy,2014,1,8.0,5.0,0.615,0.0,0.0,0.0,31.8,27.3,2.19,-1.5
Notre Dame,2014,1,8.0,5.0,0.615,0.0,0.0,0.0,32.8,29.2,8.56,5.33
Army,2014,2,4.0,8.0,0.333,0.0,0.0,0.0,24.9,32.9,-12.95,-5.78
Bowling Green,2014,1,8.0,6.0,0.571,5.0,3.0,0.625,30.0,33.5,-6.66,-5.87
Ohio,2014,1,6.0,6.0,0.5,4.0,4.0,0.5,20.5,24.8,-9.79,-6.95
Buffalo,2014,1,5.0,6.0,0.455,3.0,4.0,0.429,32.3,31.5,-9.34,-9.98
Akron,2014,1,5.0,7.0,0.417,3.0,5.0,0.375,22.6,23.1,-9.23,-7.73
Massachusetts,2014,2,3.0,9.0,0.25,3.0,5.0,0.375,27.3,33.0,-12.61,-7.03
Miami OH,2014,2,2.0,10.0,0.167,2.0,6.0,0.25,22.3,31.8,-13.99,-5.24
Kent State,2014,2,2.0,9.0,0.182,1.0,6.0,0.143,16.4,29.0,-13.04,-4.58
Northern Illinois,2014,0,11.0,3.0,0.786,7.0,1.0,0.875,31.5,25.6,-1.06,-6.14
Toledo,2014,0,9.0,4.0,0.692,7.0,1.0,0.875,36.6,30.5,-1.79,-6.48
Western Michigan,2014,1,8.0,5.0,0.615,6.0,2.0,0.75,33.8,24.9,-1.79,-7.79
Central Michigan,2014,1,7.0,6.0,0.538,5.0,3.0,0.625,26.9,25.2,-5.84,-7.61
Ball State,2014,1,5.0,7.0,0.417,4.0,4.0,0.5,27.7,27.2,-8.35,-8.68
Eastern Michigan,2014,2,2.0,10.0,0.167,1.0,7.0,0.125,15.2,40.9,-19.82,-4.07
Boise State,2014,0,12.0,2.0,0.857,7.0,1.0,0.875,39.7,26.8,10.58,-0.07
Colorado State,2014,0,10.0,3.0,0.769,6.0,2.0,0.75,33.9,25.1,5.47,-2.84
Utah State,2014,0,10.0,4.0,0.714,6.0,2.0,0.75,26.9,19.7,3.63,-3.59
Air Force,2014,0,10.0,3.0,0.769,5.0,3.0,0.625,31.5,24.2,2.2,-4.88
New Mexico,2014,2,4.0,8.0,0.333,2.0,6.0,0.25,27.7,35.9,-7.8,-2.14
Wyoming,2014,2,4.0,8.0,0.333,2.0,6.0,0.25,21.1,32.8,-6.69,0.14
San Diego State,2014,1,7.0,6.0,0.538,5.0,3.0,0.625,25.0,19.8,-2.1,-5.49
Fresno State,2014,1,6.0,8.0,0.429,5.0,3.0,0.625,26.5,32.4,-5.52,-0.95
Nevada,2014,1,7.0,6.0,0.538,4.0,4.0,0.5,29.2,27.2,-0.38,-2.14
Hawaii,2014,2,4.0,9.0,0.308,3.0,5.0,0.375,20.9,26.8,-9.08,-3.62
San Jose State,2014,2,3.0,9.0,0.25,2.0,6.0,0.25,19.3,29.4,-9.49,-1.99
UNLV,2014,2,2.0,11.0,0.154,1.0,7.0,0.125,21.9,38.5,-16.18,-2.26
Oregon,2014,0,13.0,2.0,0.867,8.0,1.0,0.889,45.4,23.6,22.22,6.02
Stanford,2014,1,8.0,5.0,0.615,5.0,4.0,0.556,27.2,16.4,12.42,4.65
Washington,2014,1,8.0,6.0,0.571,4.0,5.0,0.444,30.2,24.8,6.52,1.6
California,2014,1,5.0,7.0,0.417,3.0,6.0,0.333,38.3,39.8,2.55,5.3
Oregon State,2014,2,5.0,7.0,0.417,2.0,7.0,0.222,25.7,31.6,-1.42,4.0
Washington State,2014,2,3.0,9.0,0.25,2.0,7.0,0.222,31.8,38.6,-1.54,6.47
Arizona,2014,0,10.0,4.0,0.714,7.0,2.0,0.778,34.5,28.2,11.9,6.12
Arizona State,2014,0,10.0,3.0,0.769,6.0,3.0,0.667,36.9,27.9,13.26,4.11
UCLA,2014,0,10.0,3.0,0.769,6.0,3.0,0.667,33.5,28.1,14.4,9.1
USC,2014,0,9.0,4.0,0.692,6.0,3.0,0.667,35.8,25.2,14.39,5.93
Utah,2014,0,9.0,4.0,0.692,5.0,4.0,0.556,31.3,24.9,9.84,5.14
Colorado,2014,2,2.0,10.0,0.167,0.0,9.0,0.0,28.5,39.0,-3.63,6.45
Missouri,2014,0,11.0,3.0,0.786,7.0,1.0,0.875,27.8,21.1,12.02,4.73
Georgia,2014,0,10.0,3.0,0.769,6.0,2.0,0.75,41.3,20.7,18.84,5.07
Florida,2014,1,7.0,5.0,0.583,4.0,4.0,0.5,30.3,21.1,8.12,4.29
South Carolina,2014,1,7.0,6.0,0.538,3.0,5.0,0.375,32.6,30.4,6.7,4.93
Tennessee,2014,1,7.0,6.0,0.538,3.0,5.0,0.375,28.9,24.2,8.13,5.52
Kentucky,2014,1,5.0,7.0,0.417,2.0,6.0,0.25,29.2,31.3,1.55,3.89
Vanderbilt,2014,2,3.0,9.0,0.25,0.0,8.0,0.0,17.2,33.3,-6.97,4.11
Alabama,2014,0,12.0,2.0,0.857,7.0,1.0,0.875,36.9,18.4,20.34,7.27
Mississippi State,2014,0,10.0,3.0,0.769,6.0,2.0,0.75,36.9,21.7,15.04,4.81
Ole Miss,2014,0,9.0,4.0,0.692,5.0,3.0,0.625,28.3,16.0,16.8,8.11
Auburn,2014,1,8.0,5.0,0.615,4.0,4.0,0.5,35.5,26.7,14.99,9.06
LSU,2014,1,8.0,5.0,0.615,4.0,4.0,0.5,27.6,17.5,10.75,5.98
Texas A&M,2014,1,8.0,5.0,0.615,3.0,5.0,0.375,35.2,28.1,9.96,5.72
Arkansas,2014,1,7.0,6.0,0.538,2.0,6.0,0.25,31.9,19.2,14.91,7.76
Georgia Southern,2014,0,9.0,3.0,0.75,8.0,0.0,1.0,39.1,23.4,1.89,-8.19
Appalachian State,2014,1,7.0,5.0,0.583,6.0,2.0,0.75,35.7,27.3,-6.56,-9.9
Louisiana,2014,0,9.0,4.0,0.692,7.0,1.0,0.875,29.5,26.0,-1.57,-5.57
Texas State,2014,1,7.0,5.0,0.583,5.0,3.0,0.625,33.8,27.7,-6.43,-9.34
Arkansas State,2014,1,7.0,6.0,0.538,5.0,3.0,0.625,36.7,30.5,-3.96,-6.88
South Alabama,2014,1,6.0,7.0,0.462,5.0,3.0,0.625,22.5,26.4,-7.63,-5.16
Louisiana Monroe,2014,2,4.0,8.0,0.333,3.0,5.0,0.375,20.1,26.3,-9.82,-4.57
Troy,2014,2,3.0,9.0,0.25,3.0,5.0,0.375,21.8,36.2,-14.67,-6.17
New Mexico State,2014,2,2.0,10.0,0.167,1.0,7.0,0.125,24.5,39.1,-18.48,-7.65
Idaho,2014,2,1.0,10.0,0.091,1.0,7.0,0.125,25.0,37.3,-19.67,-7.21
Georgia State,2014,2,1.0,11.0,0.083,0.0,8.0,0.0,22.7,43.3,-20.41,-4.5
Clemson,2015,0,14.0,1.0,0.933,8.0,0.0,1.0,38.5,21.7,18.88,5.21
Florida State,2015,0,10.0,3.0,0.769,6.0,2.0,0.75,31.7,17.5,13.59,1.97
Louisville,2015,1,8.0,5.0,0.615,5.0,3.0,0.625,28.7,24.1,6.69,3.23
North Carolina State,2015,1,7.0,6.0,0.538,3.0,5.0,0.375,33.2,25.8,5.06,0.83
Syracuse,2015,2,4.0,8.0,0.333,2.0,6.0,0.25,27.3,31.0,-1.51,3.91
Wake Forest,2015,2,3.0,9.0,0.25,1.0,7.0,0.125,17.4,24.6,-3.7,3.55
Boston College,2015,2,3.0,9.0,0.25,0.0,8.0,0.0,17.2,15.3,-1.73,2.11
North Carolina,2015,0,11.0,3.0,0.786,8.0,0.0,1.0,40.7,24.5,12.73,1.09
Pitt,2015,0,8.0,5.0,0.615,6.0,2.0,0.75,28.2,26.1,6.32,3.78
Miami FL,2015,1,8.0,5.0,0.615,5.0,3.0,0.625,27.8,28.2,5.69,3.38
Duke,2015,1,8.0,5.0,0.615,4.0,4.0,0.5,31.5,25.4,2.94,-0.75
Virginia Tech,2015,1,7.0,6.0,0.538,4.0,4.0,0.5,31.0,26.3,5.04,1.65
Virginia,2015,2,4.0,8.0,0.333,3.0,5.0,0.375,25.8,32.2,-0.95,4.14
Georgia Tech,2015,2,3.0,9.0,0.25,1.0,7.0,0.125,29.3,25.8,1.43,4.6
Temple,2015,0,10.0,4.0,0.714,7.0,1.0,0.875,29.8,20.1,6.45,-1.63
South Florida,2015,0,8.0,5.0,0.615,6.0,2.0,0.75,33.6,22.9,5.88,-0.74
Cincinnati,2015,1,7.0,6.0,0.538,4.0,4.0,0.5,33.8,31.2,1.19,-0.65
Connecticut,2015,1,6.0,7.0,0.462,4.0,4.0,0.5,17.2,19.5,-3.45,-1.37
East Carolina,2015,1,5.0,7.0,0.417,3.0,5.0,0.375,27.4,26.0,-1.27,-0.93
UCF,2015,2,0.0,12.0,0.0,0.0,8.0,0.0,13.9,37.7,-18.85,-0.68
Houston,2015,0,13.0,1.0,0.929,7.0,1.0,0.875,40.4,20.7,12.32,-3.04
Navy,2015,0,11.0,2.0,0.846,7.0,1.0,0.875,36.8,21.8,11.14,-1.55
Memphis,2015,0,9.0,4.0,0.692,5.0,3.0,0.625,40.2,27.3,6.55,0.16
Tulsa,2015,1,6.0,7.0,0.462,3.0,5.0,0.375,37.2,39.8,-4.74,-2.05
Tulane,2015,2,3.0,9.0,0.25,1.0,7.0,0.125,19.7,36.3,-13.59,-2.42
SMU,2015,2,2.0,10.0,0.167,1.0,7.0,0.125,27.8,45.7,-12.22,0.62
Oklahoma,2015,0,11.0,2.0,0.846,8.0,1.0,0.889,43.5,22.0,17.84,4.38
Texas Christian,2015,0,11.0,2.0,0.846,7.0,2.0,0.778,42.1,27.2,11.39,1.39
Oklahoma State,2015,0,10.0,3.0,0.769,7.0,2.0,0.778,39.5,30.5,8.5,1.57
Baylor,2015,0,10.0,3.0,0.769,6.0,3.0,0.667,48.1,28.3,13.08,0.31
West Virginia,2015,1,8.0,5.0,0.615,4.0,5.0,0.444,34.0,24.6,7.59,2.21
Texas Tech,2015,1,7.0,6.0,0.538,4.0,5.0,0.444,45.1,43.6,3.04,2.89
Texas,2015,1,5.0,7.0,0.417,4.0,5.0,0.444,26.4,30.3,1.09,4.84
Kansas State,2015,1,6.0,7.0,0.462,3.0,6.0,0.333,29.9,31.5,1.83,2.06
Iowa State,2015,2,3.0,9.0,0.25,2.0,7.0,0.222,25.0,32.7,-2.14,4.28
Kansas,2015,2,0.0,12.0,0.0,0.0,9.0,0.0,15.3,46.1,-15.22,3.87
Michigan State,2015,0,12.0,2.0,0.857,7.0,1.0,0.875,29.8,21.7,15.36,6.58
Ohio State,2015,0,12.0,1.0,0.923,7.0,1.0,0.875,35.7,15.1,20.73,3.81
Michigan,2015,0,10.0,3.0,0.769,6.0,2.0,0.75,31.4,16.4,16.34,4.57
Penn State,2015,1,7.0,6.0,0.538,4.0,4.0,0.5,23.2,21.8,6.46,4.77
Indiana,2015,1,6.0,7.0,0.462,2.0,6.0,0.25,36.5,37.6,2.26,3.03
Rutgers,2015,2,4.0,8.0,0.333,1.0,7.0,0.125,27.1,34.9,-3.57,3.1
Maryland,2015,2,3.0,9.0,0.25,1.0,7.0,0.125,24.7,34.4,-2.08,6.83
Iowa,2015,0,12.0,2.0,0.857,8.0,0.0,1.0,30.9,20.4,10.8,1.51
Northwestern,2015,0,10.0,3.0,0.769,6.0,2.0,0.75,19.5,18.6,7.3,4.23
Wisconsin,2015,0,10.0,3.0,0.769,6.0,2.0,0.75,26.8,13.7,10.85,1.39
Nebraska,2015,1,6.0,7.0,0.462,3.0,5.0,0.375,32.8,27.8,6.56,3.94
Minnesota,2015,1,6.0,7.0,0.462,2.0,6.0,0.25,22.5,25.2,2.46,4.84
Illinois,2015,1,5.0,7.0,0.417,2.0,6.0,0.25,22.7,23.3,1.18,3.26
Purdue,2015,2,2.0,10.0,0.167,1.0,7.0,0.125,25.1,36.5,-5.92,4.41
Western Kentucky,2015,0,12.0,2.0,0.857,8.0,0.0,1.0,44.3,25.9,9.62,-4.02
Marshall,2015,0,10.0,3.0,0.769,6.0,2.0,0.75,31.3,17.8,1.84,-8.24
Middle Tennessee State,2015,1,7.0,6.0,0.538,6.0,2.0,0.75,34.0,26.6,-2.71,-4.09
Florida International,2015,2,5.0,7.0,0.417,3.0,5.0,0.375,25.5,29.8,-8.79,-8.12
Old Dominion,2015,2,5.0,7.0,0.417,3.0,5.0,0.375,24.3,35.8,-15.4,-6.9
Florida Atlantic,2015,2,3.0,9.0,0.25,3.0,5.0,0.375,22.5,28.8,-11.49,-4.74
Charlotte,2015,2,2.0,10.0,0.167,0.0,0.0,0.0,17.5,36.3,-19.53,-7.03
Southern Mississippi,2015,0,9.0,5.0,0.643,7.0,1.0,0.875,39.9,25.6,2.13,-6.22
Louisiana Tech,2015,0,9.0,4.0,0.692,6.0,2.0,0.75,37.5,26.8,1.83,-5.94
Rice,2015,2,5.0,7.0,0.417,3.0,5.0,0.375,26.1,35.8,-11.63,-7.05
UTEP,2015,2,5.0,7.0,0.417,3.0,5.0,0.375,20.7,32.9,-15.45,-8.11
UTSA,2015,2,3.0,9.0,0.25,3.0,5.0,0.375,22.6,33.8,-14.27,-6.27
North Texas,2015,2,1.0,11.0,0.083,1.0,7.0,0.125,15.2,41.3,-20.99,-2.91
Notre Dame,2015,1,10.0,3.0,0.769,0.0,0.0,0.0,34.2,24.1,14.33,6.1
BYU,2015,1,9.0,4.0,0.692,0.0,0.0,0.0,33.7,22.8,7.51,0.66
Army,2015,2,2.0,10.0,0.167,0.0,0.0,0.0,22.1,27.8,-11.82,-5.9
Bowling Green,2015,0,10.0,4.0,0.714,7.0,1.0,0.875,42.2,28.9,8.09,-0.34
Akron,2015,1,8.0,5.0,0.615,5.0,3.0,0.625,23.9,21.5,-0.37,-4.44
Ohio,2015,1,8.0,5.0,0.615,5.0,3.0,0.625,27.5,25.3,-0.46,-3.69
Buffalo,2015,1,5.0,7.0,0.417,3.0,5.0,0.375,26.7,27.6,-5.4,-4.56
Kent State,2015,2,3.0,9.0,0.25,2.0,6.0,0.25,13.1,26.1,-11.29,-1.96
Massachusetts,2015,2,3.0,9.0,0.25,2.0,6.0,0.25,22.2,31.4,-10.76,-2.6
Miami OH,2015,2,3.0,9.0,0.25,2.0,6.0,0.25,17.9,32.0,-12.02,-3.11
Toledo,2015,0,10.0,2.0,0.833,6.0,2.0,0.75,35.0,20.8,10.16,-1.51
Western Michigan,2015,0,8.0,5.0,0.615,6.0,2.0,0.75,36.0,28.3,4.77,-0.08
Northern Illinois,2015,1,8.0,6.0,0.571,6.0,2.0,0.75,31.1,27.6,1.55,-1.95
Central Michigan,2015,1,7.0,6.0,0.538,6.0,2.0,0.75,25.8,22.0,0.59,-1.8
Ball State,2015,2,3.0,9.0,0.25,2.0,6.0,0.25,23.1,35.8,-10.66,-1.16
Eastern Michigan,2015,2,1.0,11.0,0.083,0.0,8.0,0.0,25.4,42.1,-18.16,-3.83
Air Force,2015,1,8.0,6.0,0.571,6.0,2.0,0.75,33.8,25.5,0.36,-3.14
Boise State,2015,0,9.0,4.0,0.692,5.0,3.0,0.625,39.1,20.2,6.03,-4.66
Colorado State,2015,1,7.0,6.0,0.538,5.0,3.0,0.625,29.6,27.2,-5.09,-5.78
New Mexico,2015,1,7.0,6.0,0.538,5.0,3.0,0.625,29.9,28.4,-6.61,-5.84
Utah State,2015,1,6.0,7.0,0.462,5.0,3.0,0.625,29.0,26.7,-1.23,-1.92
Wyoming,2015,2,2.0,10.0,0.167,2.0,6.0,0.25,19.0,34.0,-17.03,-3.53
San Diego State,2015,0,11.0,3.0,0.786,8.0,0.0,1.0,32.1,16.4,6.26,-6.02
Nevada,2015,1,7.0,6.0,0.538,4.0,4.0,0.5,26.2,26.8,-6.26,-6.11
San Jose State,2015,1,6.0,7.0,0.462,4.0,4.0,0.5,27.9,27.2,-4.98,-4.37
Fresno State,2015,2,3.0,9.0,0.25,2.0,6.0,0.25,22.3,38.1,-12.12,-1.79
UNLV,2015,2,3.0,9.0,0.25,2.0,6.0,0.25,28.6,33.7,-10.42,-3.33
Hawaii,2015,2,3.0,10.0,0.231,0.0,8.0,0.0,17.6,35.6,-14.63,-2.71
Stanford,2015,0,12.0,2.0,0.857,8.0,1.0,0.889,37.8,22.6,18.81,5.17
Oregon,2015,0,9.0,4.0,0.692,7.0,2.0,0.778,43.0,37.5,11.05,4.74
Washington State,2015,0,9.0,4.0,0.692,6.0,3.0,0.667,31.5,27.7,6.55,1.48
California,2015,1,8.0,5.0,0.615,4.0,5.0,0.444,37.9,30.7,9.54,4.92
Washington,2015,1,7.0,6.0,0.538,4.0,5.0,0.444,30.6,18.8,9.73,4.27
Oregon State,2015,2,2.0,10.0,0.167,0.0,9.0,0.0,19.0,37.0,-7.66,5.51
Utah,2015,0,10.0,3.0,0.769,6.0,3.0,0.667,30.6,22.3,11.39,4.32
USC,2015,0,8.0,6.0,0.571,6.0,3.0,0.667,33.9,25.7,11.53,7.39
UCLA,2015,1,8.0,5.0,0.615,5.0,4.0,0.556,32.2,26.0,8.73,4.27
Arizona State,2015,1,6.0,7.0,0.462,4.0,5.0,0.444,34.6,33.5,4.91,4.45
Arizona,2015,1,7.0,6.0,0.538,3.0,6.0,0.333,37.4,35.8,1.27,1.12
Colorado,2015,2,4.0,9.0,0.308,1.0,8.0,0.111,24.6,27.5,-3.51,1.33
Florida,2015,0,10.0,4.0,0.714,7.0,1.0,0.875,23.2,18.3,9.65,4.94
Georgia,2015,0,10.0,3.0,0.769,5.0,3.0,0.625,26.3,16.9,8.98,1.83
Tennessee,2015,0,9.0,4.0,0.692,5.0,3.0,0.625,35.2,20.0,13.94,3.1
Kentucky,2015,2,5.0,7.0,0.417,2.0,6.0,0.25,24.7,27.4,-4.09,0.41
Vanderbilt,2015,2,4.0,8.0,0.333,2.0,6.0,0.25,15.2,21.0,-2.27,4.23
Missouri,2015,2,5.0,7.0,0.417,1.0,7.0,0.125,13.6,16.2,0.2,3.04
South Carolina,2015,2,3.0,9.0,0.25,1.0,7.0,0.125,21.9,27.5,-2.18,3.74
Alabama,2015,0,14.0,1.0,0.933,7.0,1.0,0.875,35.1,15.1,23.72,7.46
Ole Miss,2015,0,10.0,3.0,0.769,6.0,2.0,0.75,40.8,22.6,14.42,4.42
LSU,2015,0,9.0,3.0,0.75,5.0,3.0,0.625,32.8,24.3,15.04,6.79
Arkansas,2015,0,8.0,5.0,0.615,5.0,3.0,0.625,35.9,27.4,12.79,6.02
Mississippi State,2015,0,9.0,4.0,0.692,4.0,4.0,0.5,34.4,23.2,13.59,4.74
Texas A&M,2015,1,8.0,5.0,0.615,4.0,4.0,0.5,27.8,22.0,9.4,4.47
Auburn,2015,1,7.0,6.0,0.538,2.0,6.0,0.25,27.5,26.0,7.16,5.39
Appalachian State,2015,0,11.0,2.0,0.846,7.0,1.0,0.875,36.7,19.1,5.05,-7.34
Georgia Southern,2015,0,9.0,4.0,0.692,6.0,2.0,0.75,36.5,23.5,5.27,-5.42
Arkansas State,2015,0,9.0,4.0,0.692,8.0,0.0,1.0,40.0,30.2,0.74,-6.26
Georgia State,2015,1,6.0,7.0,0.462,5.0,3.0,0.625,26.9,28.3,-7.61,-7.15
South Alabama,2015,2,5.0,7.0,0.417,3.0,5.0,0.375,25.0,37.3,-11.31,-3.72
Idaho,2015,2,4.0,8.0,0.333,3.0,5.0,0.375,30.3,42.1,-13.24,-4.57
Louisiana,2015,2,4.0,8.0,0.333,3.0,5.0,0.375,26.4,31.8,-12.46,-7.38
Troy,2015,2,4.0,8.0,0.333,3.0,5.0,0.375,27.9,28.3,-7.26,-4.68
New Mexico State,2015,2,3.0,9.0,0.25,3.0,5.0,0.375,28.6,45.0,-15.79,-5.29
Texas State,2015,2,3.0,9.0,0.25,2.0,6.0,0.25,26.9,39.2,-14.24,-5.16
Louisiana Monroe,2015,2,2.0,11.0,0.154,1.0,7.0,0.125,21.0,36.5,-16.72,-4.42
Clemson,2016,0,14.0,1.0,0.933,7.0,1.0,0.875,39.2,18.0,20.08,6.55
Louisville,2016,0,9.0,4.0,0.692,7.0,1.0,0.875,42.5,23.8,11.87,2.1
Florida State,2016,0,10.0,3.0,0.769,5.0,3.0,0.625,35.1,25.0,15.01,6.16
North Carolina State,2016,1,7.0,6.0,0.538,3.0,5.0,0.375,27.0,22.8,7.49,3.49
Wake Forest,2016,1,7.0,6.0,0.538,3.0,5.0,0.375,20.4,22.2,0.73,1.8
Boston College,2016,1,7.0,6.0,0.538,2.0,6.0,0.25,20.4,25.0,0.58,0.5
Syracuse,2016,2,4.0,8.0,0.333,2.0,6.0,0.25,25.7,38.6,-4.51,4.57
Virginia Tech,2016,0,10.0,4.0,0.714,6.0,2.0,0.75,35.0,22.8,11.0,2.43
Miami FL,2016,0,9.0,4.0,0.692,5.0,3.0,0.625,34.3,18.5,13.36,2.82
North Carolina,2016,1,8.0,5.0,0.615,5.0,3.0,0.625,32.3,24.9,8.25,1.79
Pitt,2016,1,8.0,5.0,0.615,5.0,3.0,0.625,40.9,35.2,8.12,3.51
Georgia Tech,2016,1,9.0,4.0,0.692,4.0,4.0,0.5,28.2,24.5,7.13,2.9
Duke,2016,2,4.0,8.0,0.333,1.0,7.0,0.125,23.3,28.2,-1.36,3.39
Virginia,2016,2,2.0,10.0,0.167,1.0,7.0,0.125,22.5,33.8,-8.25,1.84
Temple,2016,0,10.0,4.0,0.714,7.0,1.0,0.875,32.4,18.4,8.97,-3.32
South Florida,2016,0,11.0,2.0,0.846,7.0,1.0,0.875,43.8,31.6,7.83,-2.7
UCF,2016,1,6.0,7.0,0.462,4.0,4.0,0.5,28.8,24.6,-0.01,-1.86
Cincinnati,2016,2,4.0,8.0,0.333,1.0,7.0,0.125,19.3,26.9,-9.17,-1.58
Connecticut,2016,2,3.0,9.0,0.25,1.0,7.0,0.125,14.8,28.1,-13.3,-2.55
